,quality,article_length,num_wikilinks,num_external_links,num_images,info_noise,num_refs,num_headings
Gilwell Park,7.0,3637,348,41,13,0.277426450371185,30,22
SMS Kaiserin,7.0,3607,369,4,6,0.2531189354033823,6,10
Cold Feet,7.0,8443,681,97,6,0.21354968613052233,19,24
The Slave Community,7.0,4906,626,9,5,0.23889115368935998,74,15
American goldfinch,7.0,2368,301,52,7,0.2981418918918919,35,11
Hyderabad,7.0,8116,1948,310,25,0.27341054706752094,1,36
ARA Moreno,7.0,1885,253,27,2,0.340053050397878,4,8
Make Way for Ducklings,7.0,1889,165,27,6,0.31445209105346744,27,12
Wilfred Rhodes,7.0,8473,819,99,10,0.1891891891891892,202,23
SMS Scharnhorst,7.0,4234,428,5,13,0.242796410014171,3,9
Metal Gear Solid 3: Snake Eater,7.0,5099,672,128,4,0.2722102373014317,116,20
Cedric Howell,7.0,2116,229,19,3,0.2948960302457467,25,8
Nansen's Fram expedition,7.0,6847,1002,13,17,0.24916021615305972,6,18
Maggie Gyllenhaal,7.0,2694,709,176,5,0.36674090571640683,142,15
"Weymouth, Dorset",7.0,5194,720,139,20,0.2799383904505198,106,16
Thespis (opera),7.0,6208,507,23,17,0.23163659793814434,114,28
USS Illinois (BB-65),7.0,1350,179,25,3,0.30518518518518517,2,9
Fightin' Texas Aggie Band,7.0,3891,606,51,12,0.2503212541763043,33,17
Battle of Austerlitz,7.0,5300,740,22,11,0.24358490566037735,63,22
Cogan House Covered Bridge,7.0,2826,399,25,11,0.2530077848549186,28,11
Big Two-Hearted River,7.0,3959,370,12,5,0.27431169487244256,65,15
The Livestock Conservancy,7.0,3373,228,56,7,0.21523865994663505,52,12
Corona Australis,7.0,2665,702,93,4,0.3324577861163227,75,9
Boenga Roos dari Tjikembang (novel),7.0,2983,275,19,6,0.2883003687562856,11,11
Nevado del Ruiz,7.0,3597,482,70,12,0.28023352793994993,4,16
Bradley Joseph,7.0,5020,470,68,1,0.2635458167330677,59,28
William Wurtenburg,7.0,1865,411,87,6,0.2809651474530831,1,12
Japanese battleship Yamashiro,7.0,3369,367,4,7,0.29593351142772334,2,14
USS Indiana (BB-1),7.0,1720,319,41,4,0.32790697674418606,2,10
December 1964 South Vietnamese coup,7.0,6005,418,4,9,0.21881765195670275,54,12
Monticolomys,7.0,1394,273,16,1,0.3400286944045911,29,7
England expects that every man will do his duty,7.0,1490,153,38,7,0.3087248322147651,29,8
African river martin,7.0,2049,320,35,4,0.28013665202537824,32,9
Martin Bucer,7.0,7322,670,18,12,0.22029500136574706,6,20
William Hely,7.0,2474,338,48,6,0.28617623282134197,58,7
White-necked rockfowl,7.0,3783,342,24,8,0.2796722178165477,34,12
Laurence Olivier,7.0,11119,1879,93,17,0.22412087417933269,37,24
My Belarusy,7.0,1357,246,25,7,0.36330140014738393,15,12
Reg Saunders,7.0,2453,330,30,5,0.30493273542600896,69,9
Cattle egret,7.0,2607,425,77,15,0.3064825469888761,66,12
Michael Brown Okinawa assault incident,7.0,3395,276,43,3,0.21885125184094256,33,10
Elfin woods warbler,7.0,1812,237,31,8,0.3322295805739514,20,19
St. Johns River,7.0,9244,934,66,31,0.23820856771960192,5,23
Flag of Armenia,7.0,1552,442,27,16,0.29445876288659795,19,16
Danie Mellor,7.0,2234,255,61,2,0.3169203222918532,2,7
Edward Low,7.0,3353,641,41,7,0.2869072472412765,32,18
Nuthatch,7.0,2639,426,55,35,0.2955665024630542,75,12
Slavery in ancient Greece,7.0,5821,1216,24,13,0.26610548015804847,171,25
Hurricane Bob (1985),7.0,1601,242,27,5,0.34603372891942535,35,10
New York Dolls (album),7.0,3926,505,36,4,0.2924095771777891,68,17
Russula virescens,7.0,2079,378,58,7,0.34824434824434825,58,10
2009 World Series,7.0,6170,1951,232,15,0.1959481361426256,168,22
Gustav Mahler,7.0,9004,935,38,20,0.241003998223012,10,35
Nutrition Assistance for Puerto Rico,7.0,2248,344,39,2,0.25444839857651247,60,11
U.S. Route 31 in Michigan,7.0,5234,712,92,15,0.1784486052732136,3,22
Ex parte Crow Dog,7.0,2421,373,24,5,0.26724494010739364,21,14
Carl Hans Lody,7.0,11643,469,10,12,0.1904148415356867,2,14
Frederick Scherger,7.0,4836,625,40,21,0.27191894127377997,109,16
Fiji parrotfinch,7.0,1638,203,25,6,0.32783882783882784,30,10
Subtropical Storm Andrea (2007),7.0,1578,273,40,5,0.32509505703422054,37,9
1968 Thule Air Base B-52 crash,7.0,4495,585,101,12,0.27408231368186875,7,20
James Bowie,7.0,5502,522,17,8,0.2528171573973101,121,15
SS Washingtonian (1913),7.0,1297,329,17,2,0.36237471087124135,5,7
Hey Jude,7.0,5000,1133,75,3,0.2762,10,22
Harta Berdarah,7.0,1101,131,20,5,0.36966394187102636,4,9
Giant otter,7.0,4821,882,66,12,0.27359468989836133,80,19
William IV of the United Kingdom,7.0,6220,818,26,18,0.24308681672025723,118,22
Wife selling (English custom),7.0,4401,336,26,4,0.2713019768234492,6,11
Manchester City F.C.,7.0,4234,900,95,15,0.2449220595181861,95,30
Oort cloud,7.0,2826,856,107,8,0.25583864118895966,59,12
O-Bahn Busway,7.0,2795,313,43,20,0.2898032200357782,57,15
Villa Park,7.0,4196,647,39,11,0.24928503336510963,57,12
2008 ACC Championship Game,7.0,6391,456,97,7,0.160381786887811,99,22
Eli Lilly,7.0,3178,247,14,10,0.2687224669603524,27,13
Carucage,7.0,2066,242,5,1,0.25411423039690223,7,9
Isaac Shelby,7.0,4948,569,23,10,0.25424413904607923,73,16
Ray Emery,7.0,2804,367,80,4,0.2985021398002853,65,18
Charles Inglis (engineer),7.0,3283,407,66,7,0.27292110874200426,1,10
Trapped in the Closet (South Park),7.0,4116,527,87,8,0.24611273080660837,80,14
Masako Katsura,7.0,4063,496,119,4,0.2670440561161703,3,21
Slow loris,7.0,6014,830,142,13,0.26970402394413034,138,13
Siege of Godesberg,7.0,4273,338,19,13,0.27170606131523517,69,14
Vampire,7.0,8568,902,81,12,0.24824929971988796,164,36
Germanium,7.0,3722,951,119,8,0.29124126813541107,3,17
"Mary, Queen of Scots",7.0,7062,1145,37,25,0.25559331634097987,243,23
Pope Paul III and His Grandsons,7.0,2545,266,1,8,0.30294695481335954,25,9
"Battle of Mount Austen, the Galloping Horse, and the Sea Horse",7.0,6739,386,13,15,0.18801009051788098,75,18
Damon Hill,7.0,4660,924,70,9,0.23841201716738197,80,18
Joe Sakic,7.0,4480,664,88,4,0.22321428571428573,74,24
Ezra Pound,7.0,12518,905,100,22,0.2251957181658412,220,37
Heinrich Bär,7.0,2694,1438,20,9,0.2943578322197476,8,17
Tiny Thompson,7.0,2037,243,29,1,0.2616593028964163,35,16
British contribution to the Manhattan Project,7.0,6388,725,56,16,0.21493425172197872,134,13
Marie Lloyd,7.0,6790,726,29,23,0.2527245949926362,25,17
SheiKra,7.0,2037,304,126,6,0.30486008836524303,75,13
Distributed element filter,7.0,4337,314,20,19,0.18146183998155407,66,14
HMS Vanguard (23),7.0,4510,614,14,6,0.26674057649667404,50,11
Battle of Concepción,7.0,1936,204,9,5,0.31456611570247933,2,10
Norman Cob,7.0,2388,386,21,8,0.2617252931323283,39,9
Columbia Slough,7.0,6844,631,86,16,0.22399181765049678,3,31
The Way I See It,7.0,5382,805,251,4,0.2779635823114084,132,23
Clemuel Ricketts Mansion,7.0,3187,361,27,10,0.24694069657985565,43,11
Zhou Tong (archer),7.0,6666,554,33,10,0.22907290729072907,117,18
Sunderland A.F.C.,7.0,5573,940,150,23,0.24528979005921406,168,31
The Lord of the Rings (1978 film),7.0,4106,474,45,3,0.25377496346809547,40,19
Appaloosa,7.0,4722,639,98,22,0.25201185938161796,3,20
Webley Revolver,7.0,2081,499,20,15,0.26862085535800095,41,18
Southern Rhodesia in World War I,7.0,11382,910,28,15,0.19882270251273942,9,25
Murray Chotiner,7.0,5588,530,54,7,0.24785254115962776,92,13
Planet Stories,7.0,2489,250,4,4,0.28324628364805143,3,9
McDonnell Douglas F-4 Phantom II in Australian service,7.0,2365,156,4,3,0.24820295983086682,1,5
English National Opera,7.0,6247,790,71,11,0.26268608932287496,18,18
Intelligent design,7.0,8778,1760,437,6,0.19867851446798815,48,32
Tropical Storm Hanna (2002),7.0,1490,189,29,5,0.3389261744966443,25,9
What'd I Say,7.0,2856,706,16,1,0.27275910364145656,38,8
Sorga Ka Toedjoe,7.0,1109,156,16,6,0.3579801623083859,6,9
Hellingly Hospital Railway,7.0,1498,152,12,5,0.2817089452603471,25,12
New York State Route 373,7.0,1034,151,26,5,0.2940038684719536,21,9
Freak Out!,7.0,2263,424,20,4,0.31285903667697745,35,9
1988 Atlantic hurricane season,7.0,4493,470,92,40,0.20498553305141332,75,30
Song dynasty,7.0,9151,1438,37,32,0.2576767566386187,208,27
Through the Looking Glass (Lost),7.0,3151,590,89,4,0.31831164709615994,97,9
Abuwtiyuw,7.0,905,173,24,4,0.35027624309392263,26,8
NoitulovE,7.0,2424,298,52,2,0.3201320132013201,39,13
Jonathan Agnew,7.0,5180,551,86,6,0.25501930501930503,4,16
Voluntary Human Extinction Movement,7.0,1905,375,38,4,0.33280839895013126,4,11
Sultanate of Singora,7.0,2361,273,60,5,0.33883947479881404,3,16
Capture of Fort Ticonderoga,7.0,3400,402,24,7,0.2535294117647059,1,15
Battle of the Tenaru,7.0,2671,589,24,6,0.26432047922126545,51,10
RNA interference,7.0,5644,724,462,12,0.22058823529411764,155,32
Bharattherium,7.0,1947,197,17,0,0.24858757062146894,3,11
Flag of Portugal,7.0,5175,540,44,43,0.23594202898550726,32,27
Shen Kuo,7.0,9254,1108,21,25,0.2601037389237087,167,32
Yellowhammer,7.0,2443,306,34,8,0.3213262382316824,43,15
Kingdom Hearts (video game),7.0,5218,580,140,3,0.2334227673438099,119,21
Pinniped,7.0,9473,1416,140,28,0.21260424363981842,2,24
SMS Goeben,7.0,4621,535,17,9,0.25340835317030946,3,13
Harold Larwood,7.0,6911,602,34,7,0.24526117783244103,5,18
Walter Bache,7.0,3860,302,5,6,0.25880829015544043,73,14
Angel of Death (Slayer song),7.0,1489,242,47,2,0.3646742780389523,33,8
Here We Go Again (Ray Charles song),7.0,3968,848,119,6,0.25856854838709675,140,21
Enthiran,7.0,5205,916,355,6,0.30086455331412104,14,25
Japanese battleship Yamato,7.0,5140,503,31,13,0.266147859922179,9,17
Thrasybulus,7.0,3013,217,26,3,0.2558911384002655,33,11
Cycling at the 2008 Summer Olympics – Women's individual road race,7.0,1935,345,47,10,0.3209302325581395,4,9
Royal Maundy,7.0,5068,437,31,10,0.22316495659037094,95,11
Unas,7.0,3842,1027,52,9,0.2584591358667361,16,17
Amphibian,7.0,11090,923,191,38,0.19540126239855726,144,32
No. 77 Squadron RAAF,7.0,4319,758,60,10,0.24727946283862004,161,14
Wormshill,7.0,4408,596,96,12,0.28039927404718695,95,19
Warlugulong,7.0,1297,199,30,2,0.3292212798766384,2,7
Mary Toft,7.0,3667,288,42,7,0.2727024815925825,69,9
Margaret Fuller,7.0,4860,824,34,7,0.2660493827160494,162,15
Upper and Lower Table Rock,7.0,2929,944,69,12,0.3093205872311369,70,13
RAF Uxbridge,7.0,4641,441,69,17,0.2585649644473174,90,13
Stan Coveleski,7.0,2682,603,30,6,0.2598806860551827,39,10
Sophie Blanchard,7.0,2669,183,5,5,0.30236043461970774,30,10
Parallel computing,7.0,5366,612,61,13,0.20294446515095044,55,37
2006 Gator Bowl,7.0,5636,571,81,1,0.18665720369056069,79,23
Sunbeam Tiger,7.0,3325,379,17,8,0.2953383458646617,8,13
Brazilian battleship São Paulo,7.0,2774,429,41,8,0.29560201874549386,8,11
Jersey Act,7.0,2036,170,12,2,0.24410609037328093,5,8
Blockhaus d'Éperlecques,7.0,3807,481,25,13,0.27318098240084054,61,11
Seattle,7.0,9432,1790,283,39,0.24883375742154368,243,35
Upper Pine Bottom State Park,7.0,3639,679,55,12,0.2522671063478978,58,12
Titania (moon),7.0,2769,499,112,8,0.26182737450343085,1,12
Over the Edge (1999),7.0,3433,432,36,5,0.23041071948732886,50,11
Look Mickey,7.0,2415,260,16,4,0.2977225672877847,40,9
McDonnell Douglas A-4G Skyhawk,7.0,3680,377,19,7,0.21875,3,11
"Formula, Vol. 1",7.0,1980,442,90,4,0.29393939393939394,85,17
Brill Tramway,7.0,9160,1210,37,18,0.20240174672489084,20,33
Hurricane Linda (1997),7.0,1376,205,22,6,0.3226744186046512,14,6
Lycoperdon echinatum,7.0,1493,275,60,4,0.34293369055592765,53,9
Japanese battleship Haruna,7.0,3658,385,11,11,0.2536905412793876,1,15
Oerip Soemohardjo,7.0,3159,553,24,6,0.2918645140867363,12,10
Boeing 747,7.0,7943,1333,190,39,0.22422258592471359,227,41
Badnjak (Serbian),7.0,6485,400,28,6,0.2007710100231303,4,12
Sense and Sensibility (film),7.0,7771,992,87,8,0.23484750997297646,182,23
Cardinal-nephew,7.0,3719,462,28,14,0.29712288249529445,74,11
Imagine (John Lennon song),7.0,3224,874,96,4,0.2893920595533499,5,20
Regents of the University of California v. Bakke,7.0,5473,448,30,7,0.22236433400328887,2,16
Manchester Ship Canal,7.0,6388,694,47,64,0.23919849718221667,6,21
Japanese aircraft carrier Hōshō,7.0,3639,480,7,11,0.25968672712283597,16,20
Astatine,7.0,4462,1031,104,6,0.26692066337965037,17,19
2008 Monaco Grand Prix,7.0,3203,487,64,7,0.22978457695910084,48,12
Peterborough,7.0,10178,1752,257,17,0.25338966398113577,240,33
Alboin,7.0,5267,612,9,10,0.24055439529143724,90,19
Brownhills,7.0,4422,599,119,15,0.28968792401628224,123,20
Gerald Ford,7.0,11775,2428,204,54,0.2162208067940552,187,40
Mauritius blue pigeon,7.0,2266,277,21,10,0.2961165048543689,27,8
History of the board game Monopoly,7.0,7973,904,142,9,0.20456540825285338,249,23
Sasha (DJ),7.0,3787,499,120,5,0.2777924478479007,71,17
Arthur Gould (rugby union),7.0,4314,494,40,7,0.23064441353732035,9,13
Bob Feller,7.0,6260,1214,105,10,0.23226837060702876,86,17
The Red Badge of Courage,7.0,4521,335,18,9,0.2641008626410086,86,12
Tragic Kingdom,7.0,2618,490,103,2,0.30213903743315507,91,20
Galápagos tortoise,7.0,7759,890,130,20,0.2339218971516948,1,28
Daniel Boone,7.0,6142,524,41,18,0.23901009443178117,65,20
Slate industry in Wales,7.0,4639,377,20,12,0.24466479844794137,88,18
"Albert Stanley, 1st Baron Ashfield",7.0,2726,484,39,8,0.30887747615553923,3,13
Ruby Laffoon,7.0,3678,431,11,3,0.27351821642196844,66,11
Golden-crowned sifaka,7.0,3607,435,46,6,0.28361519268089824,30,14
Gerard K. O'Neill,7.0,4565,497,89,10,0.27973713033953995,82,21
Jürgen Ehlers,7.0,3065,380,89,3,0.26101141924959215,43,19
Charles Darwin,7.0,8943,1390,234,27,0.23672145812367215,191,25
Sack of Amorium,7.0,4154,372,23,5,0.2638420799229658,60,10
Portrait of a Young Girl (Christus),7.0,1638,201,5,6,0.358974358974359,27,10
Marshall Applewhite,7.0,5479,728,26,3,0.25898886658149295,6,14
Falcon's Fury,7.0,2046,343,166,4,0.30303030303030304,94,10
Drapier's Letters,7.0,5738,488,9,8,0.20320669222725687,103,17
Lactifluus volemus,7.0,2401,406,65,9,0.3182007496876302,62,15
Geastrum quadrifidum,7.0,2058,220,38,7,0.30029154518950435,2,10
Gorgosaurus,7.0,2897,451,34,13,0.30031066620642044,45,13
Homer's Phobia,7.0,2169,338,29,4,0.31904103273397877,33,9
Swedish emigration to the United States,7.0,4412,295,30,10,0.28875793291024476,50,15
Duncan Edwards,7.0,2735,395,64,7,0.3162705667276051,87,13
California State Route 67,7.0,2318,300,34,6,0.2756686798964625,75,11
Trembling Before G-d,7.0,2050,230,46,1,0.3170731707317073,34,13
Gropecunt Lane,7.0,1394,196,27,4,0.3479196556671449,1,9
"William Jennings Bryan presidential campaign, 1896",7.0,9528,582,12,16,0.2019311502938707,2,18
Tropical Storm Marco (1990),7.0,1387,196,19,5,0.3201153568853641,23,9
River Parrett,7.0,9334,1107,155,72,0.2232697664452539,201,21
William de St-Calais,7.0,3367,461,15,4,0.2515592515592516,3,13
Lee Smith (baseball),7.0,4091,528,84,2,0.23441701295526765,71,12
Moe Berg,7.0,3609,581,36,3,0.2970351898032696,51,16
Bids for the 2012 Summer Olympics,7.0,4402,576,131,10,0.2489777373920945,77,21
Vidya Balan,7.0,3706,753,190,10,0.30922827846735024,138,16
National Anthem of Russia,7.0,4204,862,94,7,0.26831588962892483,86,13
Female genital mutilation,7.0,12385,1285,373,19,0.2204279370205894,32,41
Vernon Sturdee,7.0,3695,487,42,7,0.25493910690121785,66,13
Pigeye shark,7.0,2010,348,35,6,0.3527363184079602,30,11
Hermann Detzner,7.0,3762,263,14,7,0.2873471557682084,70,15
Scotland national football team,7.0,4710,1222,131,12,0.2348195329087049,10,29
Geoffrey (archbishop of York),7.0,4432,773,38,4,0.2190884476534296,12,13
Gods' Man,7.0,1716,437,25,7,0.3613053613053613,6,13
Lost Luggage (video game),7.0,1111,110,19,3,0.32853285328532855,16,7
William Calcraft,7.0,1981,130,10,3,0.3033821302372539,21,7
Scout Moor Wind Farm,7.0,2094,423,61,10,0.33715377268385865,49,12
The Avery Coonley School,7.0,6740,836,89,18,0.2308605341246291,123,20
1991 Perfect Storm,7.0,3318,316,37,9,0.2694394213381555,30,9
Malcolm X,7.0,7326,1607,102,18,0.2487032487032487,11,42
Abe Waddington,7.0,3595,384,13,2,0.2726008344923505,6,12
Clements Markham,7.0,5922,590,57,17,0.25835866261398177,109,25
HMS Furious (47),7.0,5805,511,12,10,0.22101636520241172,1,15
Barn owl,7.0,5587,579,47,24,0.2461070341865044,57,14
Yogo sapphire,7.0,5878,674,59,15,0.24293977543382103,1,16
Charles I of England,7.0,9642,1586,46,29,0.2268201617921593,10,30
Hobey Baker,7.0,3869,396,27,6,0.25768932540708195,79,16
City of Manchester Stadium,7.0,6118,1096,182,27,0.2392938868911409,164,24
Odwalla,7.0,1653,360,54,8,0.3454325468844525,51,13
Johnstown Inclined Plane,7.0,1886,474,26,11,0.32608695652173914,30,11
Jihad (song),7.0,1420,224,29,3,0.36901408450704226,27,10
Noronha skink,7.0,2509,350,27,8,0.3116779593463531,9,14
Great auk,7.0,4108,568,69,19,0.26241480038948395,88,16
2005 Atlantic hurricane season,7.0,5096,509,102,14,0.19171899529042385,1,24
1906 French Grand Prix,7.0,3462,303,6,7,0.2414789139225881,5,10
Aldfrith of Northumbria,7.0,2919,394,16,7,0.289140116478246,66,8
Common house martin,7.0,2564,351,34,10,0.30694227769110766,33,12
Hurricane Lenny,7.0,3826,461,65,7,0.2472556194458965,56,11
Decipherment of rongorongo,7.0,6031,521,57,104,0.21820593599734703,24,24
Highway 61 Revisited,7.0,4007,747,36,4,0.2820064886448715,2,18
Not One Less,7.0,3886,456,40,7,0.27560473494595983,75,15
Major urinary proteins,7.0,2462,461,179,8,0.27051177904142976,1,15
Invisible rail,7.0,1523,155,21,5,0.3328956007879186,20,9
Rodent,7.0,8124,1089,203,29,0.2395371738060069,155,25
Nikolai Rimsky-Korsakov,7.0,9016,809,31,17,0.22615350488021296,3,25
Denbies,7.0,3425,403,52,5,0.31503649635036496,9,14
Sky Blue Sky,7.0,2484,355,69,2,0.3188405797101449,61,11
68th New York Volunteer Infantry Regiment,7.0,3637,420,11,8,0.23398405279076162,79,13
John Edward Brownlee sex scandal,7.0,5004,359,9,10,0.23421262989608313,87,12
Russet sparrow,7.0,2818,440,49,7,0.2700496806245564,53,11
Nathaniel Parker Willis,7.0,4062,472,22,9,0.3047759724273757,124,14
KaDee Strickland,7.0,2996,373,83,1,0.3177570093457944,59,15
Marwari horse,7.0,1987,259,28,7,0.29743331655762456,24,9
Water rail,7.0,3838,451,75,8,0.2863470557582074,77,15
Niandra Lades and Usually Just a T-Shirt,7.0,1690,211,25,2,0.3201183431952663,31,8
"Flywheel, Shyster, and Flywheel",7.0,2611,459,30,6,0.2952891612409039,1,12
Chickasaw Turnpike,7.0,1096,144,25,7,0.33394160583941607,20,7
Niels Bohr,7.0,5593,1139,94,20,0.26068299660289646,139,17
Red-tailed black cockatoo,7.0,2347,420,50,20,0.3263740945888368,75,15
John Martin Scripps,7.0,3616,294,6,8,0.27295353982300885,55,13
Aliso Creek (Orange County),7.0,6665,660,97,49,0.21680420105026257,71,28
Opening of the Liverpool and Manchester Railway,7.0,11945,831,24,22,0.20025115110925074,17,23
Girl Pat (1935 trawler),7.0,4630,424,55,7,0.2628509719222462,6,21
Congregation Baith Israel Anshei Emes,7.0,3861,568,58,7,0.3012173012173012,92,15
SECR K and SR K1 classes,7.0,4544,595,8,4,0.23921654929577466,61,23
Timor Leste Defence Force,7.0,4507,430,61,8,0.22587086753938318,1,17
All things,7.0,2749,254,15,3,0.2924699890869407,1,11
God Hates Us All,7.0,2243,282,39,2,0.33169861792242533,35,12
Indian Head cent,7.0,4677,409,6,10,0.22706863373957664,4,11
"Third Test, 1948 Ashes series",7.0,6025,644,19,3,0.20448132780082987,77,13
Oxygen,7.0,7215,1616,162,35,0.2388080388080388,11,35
National emblem of Belarus,7.0,1677,195,19,24,0.24150268336314848,13,12
No. 2 Operational Conversion Unit RAAF,7.0,2530,299,22,6,0.2699604743083004,55,9
Fantastic Novels,7.0,1097,148,2,3,0.2871467639015497,1,8
Black currawong,7.0,2195,255,26,4,0.3312072892938497,36,11
Kolkata,7.0,7836,1916,298,41,0.28828483920367537,1,26
Far Eastern Party,7.0,4379,814,17,8,0.25279744233843343,6,12
Geography and ecology of the Everglades,7.0,6092,687,17,13,0.24015101772816808,96,25
Asteroid belt,7.0,4626,686,148,14,0.22762645914396887,81,20
USS Kearsarge (BB-5),7.0,1583,441,44,8,0.37144662034112447,1,14
Cerebellum,7.0,7005,669,130,16,0.19814418272662385,74,25
North Island (Houtman Abrolhos),7.0,3173,379,25,7,0.3176804286164513,34,19
William III of England,7.0,7020,1086,46,27,0.23703703703703705,152,38
Autism,7.0,6647,1281,535,9,0.22792237099443358,209,22
1850 Atlantic hurricane season,7.0,2358,248,12,2,0.31509754028838,35,11
